Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
GOTERM_BP_FAT,GO:0048644~muscle organ morphogenesis,13,1.3727560718057021,5.889499961156527E-4,"BMP10, FZD2, COL11A1, ARID5B, COL3A1, VANGL2, HAND1, HEY2, TBX20, TNNI1, ZFPM2, PITX2, MYH7",830,94,19632,3.271161240707511,0.9873874597942119,0.009325746712804263,0.008585667918161078
GOTERM_BP_FAT,GO:0060415~muscle tissue morphogenesis,12,1.2671594508975714,9.686171990114096E-4,"COL3A1, BMP10, VANGL2, FZD2, COL11A1, HAND1, HEY2, TBX20, TNNI1, PITX2, ZFPM2, MYH7",830,86,19632,3.30042028579434,0.9992485680607158,0.01423579574467858,0.013106062021475172
GOTERM_BP_FAT,GO:0003229~ventricular cardiac muscle tissue development,9,0.9503695881731784,0.00587369395721542,"BMP10, COL14A1, COL11A1, ID2, HAND1, HEY2, TNNI1, ZFPM2, MYH7",830,65,19632,3.275032437442076,1.0,0.0602967587143193,0.05551168853340659
GOTERM_BP_FAT,GO:0003208~cardiac ventricle morphogenesis,10,1.0559662090813093,0.0070432517715553694,"BMP10, COL11A1, HAND1, HEY2, TBX20, TNNI1, SOX11, ZFPM2, SOX4, MYH7",830,81,19632,2.92012494422133,1.0,0.0697930769672683,0.0642543916622668
GOTERM_BP_FAT,GO:0055008~cardiac muscle tissue morphogenesis,9,0.9503695881731784,0.010777113193309835,"BMP10, COL11A1, HAND1, HEY2, TBX20, TNNI1, PITX2, ZFPM2, MYH7",830,72,19632,2.9566265060240964,1.0,0.09543320211863192,0.08785975075136243
GOTERM_BP_FAT,GO:0055010~ventricular cardiac muscle tissue morphogenesis,7,0.7391763463569165,0.027859216891121065,"BMP10, COL11A1, HAND1, HEY2, TNNI1, ZFPM2, MYH7",830,55,19632,3.010383351588171,1.0,0.19824650792512036,0.18251393002591587
GOTERM_BP_FAT,GO:0014888~striated muscle adaptation,7,0.7391763463569165,0.032516696670278455,"BMP10, TNNT1, HEY2, TNNI1, GATA6, EZH2, MYH7",830,57,19632,2.9047558655675334,1.0,0.21837377785571682,0.20104392671626425
,,,,,,,,,,,,
Annotation Cluster 56,Enrichment Score: 3.287350809527682,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0022612~gland morphogenesis,20,2.1119324181626187,2.288675931482979E-5,"DDR1, KDM5B, EDA, VDR, SRC, FEM1B, CTNND1, TNC, PTN, MKI67, BMP7, RTN4, GLI3, IGF1R, ROBO1, GLI2, SFRP1, MDK, SOX9, SLIT2",830,152,19632,3.1122384273937858,0.15624267767445243,5.569361561792351E-4,5.127384472073179E-4
GOTERM_BP_FAT,GO:0030850~prostate gland development,10,1.0559662090813093,6.783790871483132E-4,"SFRP1, SMARCC1, CDKN1B, FEM1B, TNC, SOX9, BMP7, GLI3, IGF1R, GLI2",830,58,19632,4.078105525550478,0.99350885775071,0.01051133525013524,0.009677169733787943
GOTERM_BP_FAT,GO:0060740~prostate gland epithelium morphogenesis,7,0.7391763463569165,0.001967769886116867,"SFRP1, FEM1B, TNC, SOX9, BMP7, IGF1R, GLI2",830,32,19632,5.174096385542169,0.999999553196132,0.025008198792396207,0.023023581561363957
GOTERM_BP_FAT,GO:0060512~prostate gland morphogenesis,7,0.7391763463569165,0.00232041518167821,"SFRP1, FEM1B, TNC, SOX9, BMP7, IGF1R, GLI2",830,33,19632,5.017305585980285,0.999999967578913,0.028513446156317342,0.026250657179482134
,,,,,,,,,,,,
Annotation Cluster 57,Enrichment Score: 3.232552471823778,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0048589~developmental growth,78,8.236536430834214,1.1021553702197117E-10,"SEMA5A, DDR1, CDKN1C, KDM5B, BMP10, CDKN1B, CPNE5, COL14A1, NRK, NCAPG2, TNC, GLI3, IGF1R, ROBO1, GLI2, ALCAM, SALL1, MDK, CFL1, SH3PXD2B, CHEK1, HEY2, TMEM108, PTGFRN, SOX9, EPHA7, POSTN, SEMA6A, ARID5B, EN1, CACNA2D2, ASPM, SFRP1, CTTN, EZR, ZFPM2, DBN1, FTO, MEG3, GATA6, NEDD4L, LPAR3, PTN, TYMS, THBS1, NKD1, FSTL4, RTN4, 2810429I04RIK, AURKA, ZFP36L1, STK3, SOCS2, BCL2L11, ERBB4, TBX20, PLAC1, NCAM1, SLIT3, SLIT2, WASF1, PLXNA3, TCF7L2, STIL, H3F3B, BCL11A, IGF2, FN1, H19, COL3A1, MEIS1, VANGL2, KIF26B, CDK1, SPRY2, DHCR7, AGRN, EZH2",830,839,19632,2.1989689389261455,8.181293470466144E-7,1.2984439932969365E-8,1.1954012134462364E-8
GOTERM_BP_FAT,GO:0040007~growth,92,9.714889123548048,4.1431240024698815E-10,"SEMA5A, DDR1, CDKN1C, KDM5B, BMP10, CDKN1B, CPNE5, COL14A1, NRK, NCAPG2, TNC, GLI3, IGF1R, ROBO1, GLI2, TRO, D7ERTD443E, ALCAM, SALL1, PTTG1, MDK, CFL1, SH3PXD2B, CHEK1, HEY2, TMEM108, PTGFRN, SOX9, EPHA7, POSTN, SEMA6A, CIRBP, ARID5B, EN1, CACNA2D2, FOXP2, ASPM, SFRP1, MMP14, PSRC1, CTTN, EZR, ZFPM2, DBN1, FTO, MEG3, SRC, GATA6, NEDD4L, LPAR3, PTN, TYMS, THBS1, NKD1, FSTL4, RTN4, 2810429I04RIK, AURKA, ZFP36L1, STK3, SOCS2, BCL2L11, ZMAT3, ERBB4, TBX20, ERBB2, GPC3, PLAC1, SH3BP4, NCAM1, SLIT3, SLIT2, WASF1, PLXNA3, TCF7L2, NPM1, STIL, H3F3B, BCL11A, IGF2, FN1, DCBLD2, H19, COL3A1, MEIS1, VANGL2, KIF26B, CDK1, SPRY2, DHCR7, AGRN, EZH2",830,1096,19632,1.9854718142643566,3.0754359360285477E-6,4.1872619916223384E-8,3.854966476523234E-8
GOTERM_BP_FAT,GO:0048638~regulation of developmental growth,41,4.329461457233368,1.041942162214886E-6,"SEMA5A, FTO, BMP10, CDKN1B, CPNE5, COL14A1, NRK, GATA6, NEDD4L, LPAR3, NKD1, FSTL4, RTN4, IGF1R, STK3, SOCS2, BCL2L11, ERBB4, CFL1, TBX20, SH3PXD2B, HEY2, NCAM1, SLIT2, PLXNA3, TCF7L2, EPHA7, SEMA6A, BCL11A, IGF2, FN1, CACNA2D2, H19, SFRP1, MEIS1, CTTN, CDK1, EZR, AGRN, ZFPM2, DBN1",830,414,19632,2.3424480530818927,0.007704507649013093,3.965792168184043E-5,3.651072202263752E-5
GOTERM_BP_FAT,GO:0060560~developmental growth involved in morphogenesis,31,3.2734952481520594,1.7583283471336766E-6,"SEMA5A, DDR1, KDM5B, CPNE5, TNC, NEDD4L, LPAR3, NKD1, FSTL4, RTN4, AURKA, ROBO1, ALCAM, SALL1, CFL1, TMEM108, SLIT3, SOX9, SLIT2, WASF1, PLXNA3, EPHA7, POSTN, SEMA6A, BCL11A, FN1, SFRP1, VANGL2, KIF26B, SPRY2, DBN1",830,273,19632,2.6858731629815966,0.012967273742375496,6.155808015295354E-5,5.6672913188511377E-5
GOTERM_BP_FAT,GO:0040008~regulation of growth,57,6.019007391763464,2.946023979626901E-5,"SEMA5A, DDR1, BMP10, CDKN1B, CPNE5, COL14A1, NRK, TNC, IGF1R, TRO, D7ERTD443E, PTTG1, CFL1, SH3PXD2B, HEY2, EPHA7, SEMA6A, CIRBP, CACNA2D2, SFRP1, MMP14, PSRC1, CTTN, EZR, ZFPM2, DBN1, FTO, GATA6, NEDD4L, LPAR3, NKD1, FSTL4, RTN4, STK3, SOCS2, BCL2L11, ZMAT3, ERBB4, TBX20, ERBB2, GPC3, SH3BP4, NCAM1, SLIT3, SLIT2, PLXNA3, TCF7L2, NPM1, H3F3B, BCL11A, IGF2, FN1, DCBLD2, H19, MEIS1, CDK1, AGRN",830,753,19632,1.7904670474727595,0.19642646634018845,6.832934367747143E-4,6.290681828997067E-4
GOTERM_BP_FAT,GO:0045926~negative regulation of growth,27,2.851108764519535,9.969844379984035E-5,"SEMA5A, BMP10, CDKN1B, NKD1, FSTL4, RTN4, STK3, SOCS2, TRO, D7ERTD443E, ZMAT3, CFL1, GPC3, SH3BP4, SLIT3, SLIT2, PLXNA3, TCF7L2, EPHA7, SEMA6A, BCL11A, CIRBP, DCBLD2, H19, SFRP1, MEIS1, PSRC1",830,273,19632,2.339308883887197,0.5229330503445628,0.001989144757748428,0.0018312888883986803
GOTERM_BP_FAT,GO:0048640~negative regulation of developmental growth,17,1.7951425554382259,1.5645634563752223E-4,"SEMA5A, TCF7L2, EPHA7, CDKN1B, SEMA6A, BCL11A, RTN4, NKD1, FSTL4, STK3, SOCS2, H19, MEIS1, SFRP1, CFL1, SLIT2, PLXNA3",830,133,19632,3.023317329468249,0.6869731518941499,0.0029851388105956046,0.0027482421844246515
GOTERM_BP_FAT,GO:0048639~positive regulation of developmental growth,22,2.3231256599788805,5.216086738634563E-4,"SEMA5A, BMP10, CPNE5, BCL11A, GATA6, IGF2, FN1, NEDD4L, CACNA2D2, LPAR3, RTN4, IGF1R, ERBB4, SH3PXD2B, HEY2, TBX20, CDK1, NCAM1, ZFPM2, EZR, AGRN, DBN1",830,223,19632,2.333481009238749,0.9792022681937412,0.008397786501983888,0.007731349389390448
GOTERM_BP_FAT,GO:0050770~regulation of axonogenesis,21,2.2175290390707496,6.853630377569684E-4,"ROBO2, SEMA5A, EPHA7, SEMA6A, BCL11A, FN1, DIXDC1, LPAR3, SNAP91, RTN4, FSTL4, ROBO1, TUBB2B, SYNGAP1, SIPA1L1, CTTN, VIM, SLIT2, AGRN, DBN1, PLXNA3",830,212,19632,2.3429870425096615,0.9938370147559046,0.010585654673760436,0.009745591267287128
GOTERM_BP_FAT,GO:0030308~negative regulation of cell growth,20,2.1119324181626187,0.0012780679706345952,"SEMA5A, EPHA7, BMP10, CDKN1B, SEMA6A, BCL11A, CIRBP, RTN4, FSTL4, DCBLD2, TRO, D7ERTD443E, SFRP1, PSRC1, ZMAT3, CFL1, SH3BP4, SLIT3, SLIT2, PLXNA3",830,207,19632,2.2853151737384323,0.9999246349030247,0.01783048962039467,0.016415485795763515
GOTERM_BP_FAT,GO:0045927~positive regulation of growth,27,2.851108764519535,0.0014904111027714741,"SEMA5A, BMP10, CPNE5, GATA6, NEDD4L, LPAR3, RTN4, IGF1R, ERBB4, CFL1, TBX20, SH3PXD2B, ERBB2, HEY2, NCAM1, H3F3B, BCL11A, IGF2, FN1, CACNA2D2, SFRP1, MMP14, CDK1, EZR, AGRN, ZFPM2, DBN1",830,326,19632,1.9589917954024687,0.9999844519334621,0.01989537986469403,0.018316509110139358
GOTERM_BP_FAT,GO:0016049~cell growth,37,3.907074973600845,0.0016142956729645907,"SEMA5A, DDR1, BMP10, CDKN1B, CPNE5, COL14A1, NEDD4L, LPAR3, FSTL4, RTN4, AURKA, TRO, D7ERTD443E, ALCAM, ZMAT3, CFL1, ERBB2, TMEM108, SH3BP4, SLIT3, SOX9, SLIT2, WASF1, PLXNA3, EPHA7, POSTN, SEMA6A, H3F3B, BCL11A, CIRBP, FN1, DCBLD2, SFRP1, MMP14, PSRC1, CTTN, DBN1",830,505,19632,1.7329929619467972,0.9999938101468008,0.02116837894830953,0.01948848468792765
GOTERM_BP_FAT,GO:0001558~regulation of cell growth,35,3.695881731784583,0.0016745365603504211,"SEMA5A, DDR1, BMP10, CDKN1B, CPNE5, COL14A1, TNC, NEDD4L, LPAR3, FSTL4, RTN4, SOCS2, TRO, D7ERTD443E, PTTG1, ZMAT3, CFL1, ERBB2, SH3BP4, SLIT3, SLIT2, PLXNA3, EPHA7, NPM1, SEMA6A, H3F3B, BCL11A, CIRBP, FN1, DCBLD2, SFRP1, MMP14, PSRC1, CTTN, DBN1",830,470,19632,1.7613945142271212,0.9999960448966918,0.021881004138945115,0.02014455689590568
GOTERM_BP_FAT,GO:0050772~positive regulation of axonogenesis,12,1.2671594508975714,0.004459936188159291,"ROBO2, SEMA5A, TUBB2B, BCL11A, FN1, DIXDC1, LPAR3, DBN1, SNAP91, RTN4, ROBO1, PLXNA3",830,104,19632,2.729193697868397,0.9999999999999961,0.04853613839958689,0.04468437532799478
GOTERM_BP_FAT,GO:1990138~neuron projection extension,17,1.7951425554382259,0.00955534268283732,"SEMA5A, DDR1, POSTN, SEMA6A, CPNE5, BCL11A, FN1, NEDD4L, RTN4, AURKA, ALCAM, TMEM108, SLIT3, SLIT2, WASF1, DBN1, PLXNA3",830,197,19632,2.0411228671029296,1.0,0.08853901796756379,0.08151267983998428
GOTERM_BP_FAT,GO:0050771~negative regulation of axonogenesis,9,0.9503695881731784,0.00993644418323741,"SEMA5A, EPHA7, SEMA6A, SYNGAP1, BCL11A, SLIT2, RTN4, FSTL4, PLXNA3",830,71,19632,2.998269132869506,1.0,0.09062327229386574,0.0834315305286964
GOTERM_BP_FAT,GO:0048588~developmental cell growth,21,2.2175290390707496,0.012226178008235675,"SEMA5A, DDR1, EPHA7, POSTN, SEMA6A, CPNE5, BCL11A, FN1, NEDD4L, LPAR3, RTN4, FSTL4, AURKA, ALCAM, TMEM108, SLIT3, SOX9, SLIT2, WASF1, DBN1, PLXNA3",830,273,19632,1.8194624652455977,1.0,0.10700789289755329,0.09851588954041789
GOTERM_BP_FAT,GO:0061387~regulation of extent of cell growth,12,1.2671594508975714,0.023003584164803546,"SEMA5A, EPHA7, SEMA6A, CTTN, BCL11A, FN1, LPAR3, SLIT2, DBN1, RTN4, FSTL4, PLXNA3",830,131,19632,2.1666881265520095,1.0,0.17124634069325168,0.15765645997803673
GOTERM_BP_FAT,GO:0008361~regulation of cell size,15,1.583949313621964,0.09361368623431848,"SEMA5A, VAV3, NPM1, EPHA7, SEMA6A, BCL11A, FN1, LPAR3, RTN4, FSTL4, CTTN, CFL1, SLIT2, DBN1, PLXNA3",830,224,19632,1.5839070567986229,1.0,0.4739432327633778,0.4363317312681434
GOTERM_BP_FAT,GO:0030307~positive regulation of cell growth,13,1.3727560718057021,0.1869866989020192,"SEMA5A, H3F3B, CPNE5, BCL11A, FN1, NEDD4L, LPAR3, RTN4, MMP14, SFRP1, ERBB2, CFL1, DBN1",830,212,19632,1.4504205501250287,1.0,0.7554791939307492,0.6955253748489368
GOTERM_BP_FAT,GO:0048675~axon extension,9,0.9503695881731784,0.20060396236540917,"SEMA5A, SEMA6A, ALCAM, FN1, SLIT3, SLIT2, DBN1, RTN4, PLXNA3",830,133,19632,1.6005797626596612,1.0,0.7766732439624762,0.7150374933974131
GOTERM_BP_FAT,GO:0030516~regulation of axon extension,8,0.8447729672650475,0.2191562514758763,"SEMA5A, SEMA6A, CTTN, FN1, SLIT2, DBN1, RTN4, PLXNA3",830,116,19632,1.6312422102201911,1.0,0.81984763026913,0.7547856181122292
GOTERM_BP_FAT,GO:0045773~positive regulation of axon extension,3,0.31678986272439286,0.6907520361896629,"SEMA5A, FN1, DBN1",830,56,19632,1.2671256454388984,1.0,1.0,0.9207653954992588
,,,,,,,,,,,,
Annotation Cluster 58,Enrichment Score: 3.157701504357707,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0001503~ossification,43,4.540654699049631,5.352610209018481E-7,"FBN2, COL13A1, COL11A1, RORB, PTH1R, PTN, HDAC8, ADAMTS12, GLI3, SLC8A1, GLI2, CHSY1, MDK, FIGNL1, SH3PXD2B, SPP1, GPC3, SOX9, CLIC1, CD276, MAP2K6, CSGALNACT1, WWOX, TCF7L2, H3F3B, VDR, SORT1, IGF2, VEGFC, SOX11, SMAD6, BMP7, MTSS1, COL1A1, REST, SFRP1, MMP14, CDK6, COL1A2, LOX, ID2, COL5A2, ROR2",830,434,19632,2.343501193714952,0.003965360733108159,2.159080052789955E-5,1.987738345555613E-5
GOTERM_BP_FAT,GO:0001649~osteoblast differentiation,25,2.6399155227032733,1.673860443284064E-5,"FBN2, RORB, PTH1R, HDAC8, GLI3, GLI2, FIGNL1, SH3PXD2B, SPP1, SOX9, CLIC1, CD276, MAP2K6, WWOX, H3F3B, IGF2, VEGFC, SOX11, SMAD6, BMP7, COL1A1, SFRP1, CDK6, LOX, ID2",830,217,19632,2.7250013880406416,0.11684247838017725,4.283928348294594E-4,3.9439615203310375E-4
GOTERM_BP_FAT,GO:0030278~regulation of ossification,22,2.3231256599788805,0.003544640034239464,"FBN2, VDR, VEGFC, SOX11, PTN, RORB, HDAC8, SMAD6, BMP7, GLI3, PBX1, SLC8A1, REST, SFRP1, CDK6, CHSY1, MDK, SIX2, ID2, SOX9, CLIC1, CD276",830,260,19632,2.0014087117701576,0.9999999999964305,0.04123560867417759,0.03796320588394712
GOTERM_BP_FAT,GO:0045667~regulation of osteoblast differentiation,15,1.583949313621964,0.007975251259068103,"FBN2, VEGFC, SOX11, RORB, HDAC8, SMAD6, BMP7, GLI3, REST, SFRP1, CDK6, ID2, SOX9, CLIC1, CD276",830,160,19632,2.2174698795180725,1.0,0.07667398295958998,0.07058923815182946
GOTERM_BP_FAT,GO:0030279~negative regulation of ossification,11,1.1615628299894403,0.01597743665820469,"SFRP1, CDK6, CHSY1, VDR, MDK, ID2, VEGFC, SOX9, RORB, HDAC8, SMAD6",830,108,19632,2.409103078982597,1.0,0.1308880075907232,0.1205009102489102
GOTERM_BP_FAT,GO:0045668~negative regulation of osteoblast differentiation,8,0.8447729672650475,0.027969357657577364,"SFRP1, CDK6, ID2, VEGFC, SOX9, RORB, HDAC8, SMAD6",830,70,19632,2.703201376936317,1.0,0.19845943836954033,0.18270996259486244
,,,,,,,,,,,,
Annotation Cluster 59,Enrichment Score: 3.080116323222353,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0090596~sensory organ morphogenesis,33,3.4846884899683213,8.375197721278881E-6,"FBN2, CASZ1, COL11A1, INSIG1, RORB, TULP1, PTN, CELSR1, GLI3, GLI2, MYC, SIX2, SOX9, PITX2, CDON, GDF11, FZD2, SHROOM2, SOX11, BMP7, TBX18, SDK1, REST, MEIS1, VANGL2, COL5A1, KCNQ1, COL5A2, MFAP2, ITGA8, SPRY2, ROR2, SDK2",830,325,19632,2.401690454124189,0.06027627174193073,2.3456874523521454E-4,2.1595368313018337E-4
GOTERM_BP_FAT,GO:0048562~embryonic organ morphogenesis,33,3.4846884899683213,3.313990280226997E-5,"FBN2, COL11A1, INSIG1, TCF21, CELSR1, GLI3, GLI2, MYC, SIX2, TBX20, SOX9, PITX2, TEAD2, TCF7L2, STIL, FZD2, PCGF2, MICAL2, SOX11, BMP7, TBX18, REST, MMP14, VANGL2, KCNQ1, ID2, ALDH1A2, HAND1, MFAP2, ITGA8, SPRY2, ROR2, MDFI",830,348,19632,2.242958039052763,0.2180790064118886,7.544918975412507E-4,6.946164289813212E-4
GOTERM_BP_FAT,GO:0043583~ear development,24,2.534318901795143,0.0010543056147102469,"DDR1, CDKN1B, FZD2, COL11A1, INSIG1, SHROOM2, CELSR1, GLI3, TBX18, GLI2, CCNA2, REST, VANGL2, BCL2L11, MYC, KCNQ1, SIX2, HEY2, ITGA8, SPRY2, ROR1, ROR2, SOX9, MCM2",830,268,19632,2.118180183420248,0.9996024695552282,0.015194284024037772,0.013988485952068188
GOTERM_BP_FAT,GO:0042471~ear morphogenesis,15,1.583949313621964,0.003574089237622099,"FZD2, COL11A1, INSIG1, CELSR1, TBX18, GLI2, REST, VANGL2, MYC, KCNQ1, SIX2, ITGA8, SPRY2, ROR2, SOX9",830,146,19632,2.430103977554052,0.9999999999971336,0.04134544863631278,0.03806432909349572
GOTERM_BP_FAT,GO:0090102~cochlea development,9,0.9503695881731784,0.0035788955566583122,"CCNA2, VANGL2, FZD2, KCNQ1, HEY2, SOX9, TBX18, MCM2, GLI2",830,60,19632,3.5479518072289156,0.9999999999972344,0.04134544863631278,0.03806432909349572
GOTERM_BP_FAT,GO:0042472~inner ear morphogenesis,13,1.3727560718057021,0.005860883492850831,"FZD2, COL11A1, INSIG1, CELSR1, TBX18, GLI2, REST, VANGL2, KCNQ1, ITGA8, SPRY2, ROR2, SOX9",830,123,19632,2.499911842491919,1.0,0.0602967587143193,0.05551168853340659
GOTERM_BP_FAT,GO:0048839~inner ear development,19,2.0063357972544877,0.012531279441549123,"CDKN1B, FZD2, COL11A1, INSIG1, CELSR1, GLI3, TBX18, GLI2, CCNA2, REST, VANGL2, KCNQ1, HEY2, ITGA8, SPRY2, ROR1, ROR2, SOX9, MCM2",830,238,19632,1.8882656677128682,1.0,0.10852643642377781,0.09991392348203636
,,,,,,,,,,,,
Annotation Cluster 60,Enrichment Score: 2.902696681307257,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0045740~positive regulation of DNA replication,11,1.1615628299894403,1.0411124556094978E-4,"PRIM2, NPM1, DBF4, ATAD5, CDK2, CDK1, CDC7, DNA2, E2F7, E2F8, GLI2",830,56,19632,4.646127366609294,0.5383083375955781,0.0020605697721423183,0.0018970457091145863
GOTERM_BP_FAT,GO:0051052~regulation of DNA metabolic process,40,4.223864836325237,7.158845627182678E-4,"TOP2A, MEG3, PRIM2, DNMT1, SRC, BRCA1, HMGB1, HDAC8, AURKB, NPAS2, IGF1R, GLI2, MBTD1, MYC, CASP3, FIGNL1, CHEK1, ATG7, E2F7, E2F8, CBX8, APOBEC3, NPM1, APAF1, ATAD5, TET1, CDC7, ESCO2, CCNA2, CCT6A, H19, H1F0, DBF4, RAD51, CDK2, HNRNPD, CDK1, DNA2, TOX, RAD18",830,536,19632,1.765150152850207,0.9950872142060775,0.010911021857743739,0.010045137746424545
GOTERM_BP_FAT,GO:2000105~positive regulation of DNA-dependent DNA replication,6,0.6335797254487857,9.405158328398807E-4,"PRIM2, DBF4, CDK2, CDC7, E2F7, E2F8",830,19,19632,7.469372225745086,0.9990740906005052,0.013961017022675187,0.012853089371589809
GOTERM_BP_FAT,GO:0051054~positive regulation of DNA metabolic process,27,2.851108764519535,0.001054019905067418,"TOP2A, PRIM2, DNMT1, SRC, BRCA1, HMGB1, AURKB, NPAS2, IGF1R, GLI2, MBTD1, MYC, CASP3, E2F7, E2F8, CBX8, NPM1, ATAD5, CDC7, CCT6A, DBF4, RAD51, CDK2, HNRNPD, CDK1, DNA2, TOX",830,318,19632,2.008274607865424,0.9996016246774057,0.015194284024037772,0.013988485952068188
GOTERM_BP_FAT,GO:0006275~regulation of DNA replication,14,1.478352692713833,0.0063980993043056475,"PRIM2, NPM1, ATAD5, CDC7, ESCO2, GLI2, CCNA2, DBF4, CDK2, CDK1, DNA2, ATG7, E2F7, E2F8",830,140,19632,2.365301204819277,1.0,0.06460774562796805,0.05948056128751087
GOTERM_BP_FAT,GO:0090329~regulation of DNA-dependent DNA replication,8,0.8447729672650475,0.00811359587621956,"PRIM2, NPM1, DBF4, CDK2, CDC7, ATG7, E2F7, E2F8",830,55,19632,3.440438116100767,1.0,0.07750207026164939,0.07135160955239157
,,,,,,,,,,,,
Annotation Cluster 61,Enrichment Score: 2.901079004683079,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_MF_FAT,GO:0043168~anion binding,182,19.21858500527983,2.797941859076637E-7,"SEMA5A, PI4K2B, SCARB1, CPNE5, NRK, BUB1B, TTF2, MKI67, SMC4, ACTG2, IGF1R, SMC2, TUBB5, OPHN1, CFL1, CHEK1, DPYSL3, PDK3, ARFIP2, SEPHS1, PHLDA3, UNC13B, EPHA7, POSTN, ENTPD1, LIG1, ARL15, PRKCE, VRK1, ACSL3, SYTL2, EEF1A1, SFRP1, MELK, SOAT1, KATNAL2, ZFYVE19, KCNQ1, RBP1, ROR1, DNA2, ROR2, KIF20B, ASTN2, TRIB2, PPIA, ABCG2, COL13A1, SHMT1, STK39, SLC1A3, LPAR3, AKR1C18, LPAR4, PLD1, STK3, BRIP1, RACGAP1, MICAL1, FIGNL1, STXBP6, MYH10, N4BP2, MAP2K6, PLK4, LYN, MYH7B, OSBPL5, ATP8B2, UBE2C, VDR, TNK2, PLK2, FN1, MICAL2, CDC7, DHCR24, SMARCA1, BMP7, IGF2R, SNAP91, CCT6A, SQLE, ARHGAP32, CDK6, PAN3, COL5A1, FASN, CDK2, CDK1, PEMT, CDK14, DDR1, TOP2A, DYRK2, MCM7, DENND1A, PRKAG2, CHD3, KIF11, HMGB1, RND3, PTPRF, FARS2, KIF15, TUBA1A, MDK, SH3PXD2B, PBK, KIF1A, ADAMTS8, HELLS, CAMK1D, APAF1, HUNK, CTPS2, KIF23, NAV2, KIF22, RENBP, MTSS1, PARD3B, CIT, ARL4C, TUBB2B, RAD51C, KIFC1, RTN4RL1, DDAH2, RASA2, RHOJ, MPPED2, MCM3, MCM4, MCM5, KIF2C, MCM6, CAMK1G, MCM2, MYH7, PRPS2, DDC, RNASEL, AKR1CL, SRC, COL11A1, PTN, TULP1, HMGCR, TYMS, SLFN9, THBS1, FSTL1, THBS4, GNAI1, AURKB, AURKA, CYTH3, REM1, SNX29, GMDS, ERBB4, ERBB2, RAD54L, NCAM1, SLIT3, SLIT2, RRM1, NPM1, ATAD5, TPK1, ATAD2, GSR, CENPE, CLCN5, MARCKS, RAD51, FABP5, PSAT1, KIF26B, TRIP13, AGRN",760,2992,17772,1.4224352659724178,3.6981956542747607E-4,5.288110113654844E-5,5.000321808149819E-5
GOTERM_MF_FAT,GO:0097367~carbohydrate derivative binding,140,14.783526927138332,2.431224261805212E-5,"SEMA5A, PI4K2B, SCARB1, SPON2, NRK, TNC, BUB1B, TTF2, MKI67, SMC4, ACTG2, IGF1R, SMC2, TUBB5, CHEK1, DPYSL3, PDK3, SEPHS1, EPHA7, POSTN, ENTPD1, LIG1, ARL15, PRKCE, VRK1, ACTN4, ACSL3, EEF1A1, SFRP1, MELK, KATNAL2, ROR1, DNA2, ROR2, KIF20B, TRIB2, PPIA, ABCG2, COL13A1, STK39, HMMR, LPAR4, STK3, BRIP1, FIGNL1, MYH10, N4BP2, MAP2K6, PLK4, LYN, MYH7B, ATP8B2, UBE2C, TNK2, PLK2, FN1, CDC7, SMARCA1, BMP7, CCT6A, CDK6, PAN3, COL5A1, CDK2, CDK1, CDK14, DDR1, TOP2A, DYRK2, MCM7, PRKAG2, CHD3, KIF11, HMGB1, RND3, PTPRF, FARS2, KIF15, TUBA1A, MDK, PBK, KIF1A, ADAMTS8, HELLS, CAMK1D, APAF1, HUNK, CTPS2, KIF23, NAV2, KIF22, RENBP, CIT, ARL4C, TUBB2B, RAD51C, KIFC1, RTN4RL1, RHOJ, MPPED2, MCM3, MCM4, MCM5, KIF2C, MCM6, CAMK1G, MCM2, MYH7, PRPS2, RNASEL, SRC, COL11A1, PRIM1, PTN, SLFN9, THBS1, FSTL1, THBS4, GNAI1, AURKB, AURKA, REM1, ERBB4, ERBB2, RAD54L, NCAM1, SLIT3, SLIT2, RRM1, NPM1, ATAD5, TPK1, ATAD2, LAMB1, CENPE, CLCN5, RAD51, KIF26B, TRIP13, AGRN",760,2338,17772,1.4002521273242987,0.03163013762686662,0.001295993283945091,0.0012254630371997797
